lat0 37.792480, lon0 -122.397450
posX,posY,posZ,halfSizeX,halfSizeY,halfSizeZ
179.7611,50.76846,1.5,5,5,1.5
219.7611,50.76846,1.5,5,5,1.5
239.7611,50.76846,1.5,5,5,1.5
249.7611,50.76846,5,5,5,5
259.7611,50.76846,5,5,5,5
269.7611,50.76846,5,5,5,5
279.7611,50.76846,5,5,5,5
309.7611,50.76846,1.5,5,5,1.5
319.7611,50.76846,1.5,5,5,1.5
329.7611,50.76847,1.5,5,5,1.5
339.7611,50.76846,1.5,5,5,1.5
369.7611,50.76846,65,5,5,65
379.7611,50.76847,65,5,5,65
389.7611,50.76846,65,5,5,65
399.7611,50.76846,65,5,5,65
439.7611,50.76846,2.996845,5,5,2.996845
-230.2389,60.76846,58.5,5,5,58.5
-220.2389,60.76846,58.5,5,5,58.5
-210.2389,60.76847,58.5,5,5,58.5
-190.2389,60.76846,74.5,5,5,74.5
-180.2389,60.76847,74.5,5,5,74.5
-170.2389,60.76846,74.5,5,5,74.5
-40.23883,60.76845,41.5,5,5,41.5
-30.23888,60.76846,41.5,5,5,41.5
-20.23886,60.76846,41.5,5,5,41.5
-10.23886,60.76846,41.5,5,5,41.5
-0.2388611,60.76846,41.5,5,5,41.5
9.761139,60.76846,41.5,5,5,41.5
179.7611,60.76846,1.5,5,5,1.5
189.7611,60.76846,1.5,5,5,1.5
199.7611,60.76846,1.5,5,5,1.5
209.7611,60.76846,1.5,5,5,1.5
219.7611,60.76846,1.5,5,5,1.5
229.7611,60.76846,1.5,5,5,1.5
239.7611,60.76846,1.5,5,5,1.5
249.7611,60.76846,5.5,5,5,5.5
259.7611,60.76846,1.5,5,5,1.5
269.7611,60.76846,4,5,5,4
279.7611,60.76846,4,5,5,4
309.7611,60.76846,1.5,5,5,1.5
319.7611,60.76846,1.5,5,5,1.5
329.7611,60.76846,1.5,5,5,1.5
339.7611,60.76846,1.5,5,5,1.5
489.7611,60.76846,4.311269,5,5,4.311269
-240.2389,70.76846,58.5,5,5,58.5
-230.2389,70.76846,58.5,5,5,58.5
-220.2389,70.76847,58.5,5,5,58.5
-210.2389,70.76846,58.5,5,5,58.5
-200.2389,70.76847,58.5,5,5,58.5
-180.2389,70.76847,74.5,5,5,74.5
-160.2389,70.76846,52.5,5,5,52.5
-50.23886,70.76846,41.5,5,5,41.5
-40.23886,70.76846,41.5,5,5,41.5
-30.23888,70.76847,41.5,5,5,41.5
-20.23886,70.76846,41.5,5,5,41.5
-10.23886,70.76846,41.5,5,5,41.5
9.761139,70.76846,41.5,5,5,41.5
19.76114,70.76846,41.5,5,5,41.5
29.76114,70.76846,41.5,5,5,41.5
119.7611,70.76847,7.5,5,5,7.5
129.7611,70.76846,7.5,5,5,7.5
139.7611,70.76847,7.5,5,5,7.5
179.7611,70.76846,15.5,5,5,15.5
189.7611,70.76846,15.5,5,5,15.5
209.7611,70.76847,7,5,5,7
219.7611,70.76847,1.5,5,5,1.5
229.7611,70.76846,1.5,5,5,1.5
239.7611,70.76846,1.5,5,5,1.5
249.7611,70.76846,5.5,5,5,5.5
259.7611,70.76846,1.5,5,5,1.5
269.7611,70.76846,4,5,5,4
279.7611,70.76846,4,5,5,4
469.7611,70.76846,3.30572,5,5,3.30572
489.7611,70.76846,2.762444,5,5,2.762444
-250.2389,80.76846,58.5,5,5,58.5
-240.2389,80.76847,58.5,5,5,58.5
-230.2389,80.76846,58.5,5,5,58.5
-220.2389,80.76847,58.5,5,5,58.5
-210.2389,80.76847,58.5,5,5,58.5
-200.2389,80.76846,58.5,5,5,58.5
-190.2389,80.76846,58.5,5,5,58.5
-170.2389,80.76846,52.5,5,5,52.5
-160.2389,80.76846,52.5,5,5,52.5
-150.2389,80.76846,52.5,5,5,52.5
-60.23887,80.76846,41.5,5,5,41.5
-50.23886,80.76846,41.5,5,5,41.5
-40.23885,80.76846,41.5,5,5,41.5
-30.23886,80.76846,41.5,5,5,41.5
-20.23886,80.76846,41.5,5,5,41.5
-10.23886,80.76846,41.5,5,5,41.5
-0.2388611,80.76846,41.5,5,5,41.5
19.76114,80.76846,41.5,5,5,41.5
29.76114,80.76846,41.5,5,5,41.5
39.76114,80.76846,41.5,5,5,41.5
119.7611,80.76846,7.5,5,5,7.5
129.7611,80.76846,7.5,5,5,7.5
139.7611,80.76846,7.5,5,5,7.5
179.7611,80.76846,15.5,5,5,15.5
189.7611,80.76846,15.5,5,5,15.5
199.7611,80.76846,15.5,5,5,15.5
209.7611,80.76846,7,5,5,7
219.7611,80.76846,1.5,5,5,1.5
229.7611,80.76846,1.5,5,5,1.5
239.7611,80.76846,1.5,5,5,1.5
249.7611,80.76846,1.5,5,5,1.5
259.7611,80.76846,5.5,5,5,5.5
-250.2389,90.76846,58.5,5,5,58.5
-240.2389,90.76846,58.5,5,5,58.5
-230.2389,90.76847,58.5,5,5,58.5
-220.2389,90.76846,58.5,5,5,58.5
-210.2389,90.76846,58.5,5,5,58.5
-200.2389,90.76846,58.5,5,5,58.5
-180.2389,90.76846,52.5,5,5,52.5
-170.2389,90.76846,52.5,5,5,52.5
-160.2389,90.76846,52.5,5,5,52.5
-150.2389,90.76846,52.5,5,5,52.5
-140.2389,90.76846,52.5,5,5,52.5
-70.23886,90.76846,41.5,5,5,41.5
-60.23886,90.76846,41.5,5,5,41.5
-50.23887,90.76846,41.5,5,5,41.5
-40.23886,90.76846,41.5,5,5,41.5
-30.23886,90.76846,41.5,5,5,41.5
-20.23886,90.76846,41.5,5,5,41.5
-10.23886,90.76846,41.5,5,5,41.5
19.76114,90.76846,41.5,5,5,41.5
29.76115,90.76846,41.5,5,5,41.5
39.76114,90.76846,41.5,5,5,41.5
49.76114,90.76846,41.5,5,5,41.5
119.7611,90.76846,7.5,5,5,7.5
129.7611,90.76846,7.5,5,5,7.5
139.7611,90.76846,7.5,5,5,7.5
179.7611,90.76846,15.5,5,5,15.5
189.7611,90.76846,15.5,5,5,15.5
199.7611,90.76846,15.5,5,5,15.5
-240.2389,100.7685,58.5,5,5,58.5
-230.2389,100.7685,58.5,5,5,58.5
-220.2389,100.7685,58.5,5,5,58.5
-210.2389,100.7685,58.5,5,5,58.5
-190.2389,100.7685,52.5,5,5,52.5
-180.2389,100.7685,52.5,5,5,52.5
-170.2389,100.7685,52.5,5,5,52.5
-160.2389,100.7685,52.5,5,5,52.5
-150.2389,100.7685,52.5,5,5,52.5
-140.2389,100.7685,52.5,5,5,52.5
-130.2389,100.7685,52.5,5,5,52.5
-80.23887,100.7685,41.5,5,5,41.5
-70.23886,100.7685,41.5,5,5,41.5
-60.23886,100.7685,41.5,5,5,41.5
-50.23886,100.7685,41.5,5,5,41.5
-40.23886,100.7685,41.5,5,5,41.5
-30.23886,100.7685,41.5,5,5,41.5
-20.23886,100.7685,41.5,5,5,41.5
29.76114,100.7685,41.5,5,5,41.5
39.76114,100.7685,41.5,5,5,41.5
49.76114,100.7685,41.5,5,5,41.5
59.76113,100.7685,41.5,5,5,41.5
399.7611,100.7685,87,5,5,87
469.7611,100.7685,3.390768,5,5,3.390768
-280.2389,110.7685,98.5,5,5,98.5
-230.2389,110.7685,58.5,5,5,58.5
-220.2389,110.7685,58.5,5,5,58.5
-200.2389,110.7685,52.5,5,5,52.5
-190.2389,110.7685,52.5,5,5,52.5
-180.2389,110.7685,52.5,5,5,52.5
-170.2389,110.7685,52.5,5,5,52.5
-160.2389,110.7685,52.5,5,5,52.5
-150.2389,110.7685,52.5,5,5,52.5
-140.2389,110.7685,52.5,5,5,52.5
-80.23886,110.7685,41.5,5,5,41.5
-70.23886,110.7685,41.5,5,5,41.5
-60.23886,110.7685,41.5,5,5,41.5
-50.23886,110.7685,41.5,5,5,41.5
-40.23886,110.7685,41.5,5,5,41.5
-30.23886,110.7685,41.5,5,5,41.5
-20.23886,110.7685,46.5,5,5,46.5
-10.23886,110.7685,46.5,5,5,46.5
29.76114,110.7685,41.5,5,5,41.5
39.76113,110.7685,41.5,5,5,41.5
49.76114,110.7685,41.5,5,5,41.5
329.7611,110.7685,8.5,5,5,8.5
339.7611,110.7685,8.5,5,5,8.5
349.7611,110.7685,8.5,5,5,8.5
359.7611,110.7685,8.5,5,5,8.5
369.7611,110.7685,87,5,5,87
379.7611,110.7685,87,5,5,87
389.7611,110.7685,87,5,5,87
399.7611,110.7685,87,5,5,87
409.7611,110.7685,87,5,5,87
489.7611,110.7685,3.416316,5,5,3.416316
-300.2389,120.7685,98.5,5,5,98.5
-290.2389,120.7685,98.5,5,5,98.5
-280.2389,120.7685,98.5,5,5,98.5
-270.2389,120.7685,98.5,5,5,98.5
-210.2389,120.7685,52.5,5,5,52.5
-200.2389,120.7685,52.5,5,5,52.5
-190.2389,120.7685,52.5,5,5,52.5
-180.2389,120.7685,52.5,5,5,52.5
-170.2389,120.7685,52.5,5,5,52.5
-160.2389,120.7685,52.5,5,5,52.5
-150.2389,120.7685,52.5,5,5,52.5
-70.23886,120.7685,41.5,5,5,41.5
-60.23886,120.7685,41.5,5,5,41.5
-50.23887,120.7685,41.5,5,5,41.5
-40.23886,120.7685,41.5,5,5,41.5
-20.23886,120.7685,46.5,5,5,46.5
-10.23886,120.7685,46.5,5,5,46.5
-0.2388611,120.7685,46.5,5,5,46.5
19.76114,120.7685,41.5,5,5,41.5
29.76114,120.7685,41.5,5,5,41.5
39.76114,120.7685,41.5,5,5,41.5
279.7611,120.7685,41.5,5,5,41.5
319.7611,120.7685,8.5,5,5,8.5
329.7611,120.7685,8.5,5,5,8.5
339.7611,120.7685,8.499999,5,5,8.499999
349.7611,120.7685,8.5,5,5,8.5
359.7611,120.7685,8.5,5,5,8.5
369.7611,120.7685,87,5,5,87
379.7611,120.7685,87,5,5,87
389.7611,120.7685,86.99999,5,5,86.99999
399.7611,120.7685,86.99999,5,5,86.99999
409.7611,120.7685,87,5,5,87
439.7611,120.7685,3.187148,5,5,3.187148
-310.2389,130.7685,98.5,5,5,98.5
-300.2388,130.7685,98.5,5,5,98.5
-290.2389,130.7685,98.5,5,5,98.5
-280.2389,130.7685,98.5,5,5,98.5
-270.2389,130.7685,98.49999,5,5,98.49999
-260.2389,130.7685,98.5,5,5,98.5
-210.2389,130.7684,52.5,5,5,52.5
-200.2389,130.7684,52.5,5,5,52.5
-190.2389,130.7685,52.5,5,5,52.5
-180.2389,130.7685,52.5,5,5,52.5
-170.2389,130.7685,52.5,5,5,52.5
-160.2389,130.7685,52.5,5,5,52.5
-80.23886,130.7685,12.5,5,5,12.5
-70.23886,130.7685,12.5,5,5,12.5
-60.23886,130.7685,41.5,5,5,41.5
-50.23886,130.7685,41.5,5,5,41.5
-20.23885,130.7685,46.5,5,5,46.5
-10.23886,130.7685,46.5,5,5,46.5
-0.2388611,130.7685,46.5,5,5,46.5
9.761139,130.7685,46.5,5,5,46.5
19.76114,130.7685,41.5,5,5,41.5
29.76114,130.7685,41.5,5,5,41.5
39.76114,130.7685,41.5,5,5,41.5
239.7611,130.7685,41.5,5,5,41.5
249.7611,130.7685,41.5,5,5,41.5
259.7611,130.7685,41.5,5,5,41.5
269.7611,130.7685,41.5,5,5,41.5
279.7611,130.7685,41.5,5,5,41.5
289.7611,130.7685,41.5,5,5,41.5
329.7611,130.7685,8.5,5,5,8.5
339.7611,130.7685,8.5,5,5,8.5
349.7611,130.7685,8.5,5,5,8.5
359.7611,130.7685,8.5,5,5,8.5
379.7611,130.7685,87,5,5,87
389.7611,130.7685,87,5,5,87
399.7611,130.7685,87,5,5,87
409.7611,130.7685,87,5,5,87
-310.2389,140.7685,98.49999,5,5,98.49999
-300.2389,140.7685,98.5,5,5,98.5
-290.2388,140.7685,98.49999,5,5,98.49999
-280.2389,140.7685,98.5,5,5,98.5
-270.2389,140.7685,98.5,5,5,98.5
-250.2389,140.7685,22,5,5,22
-200.2389,140.7684,52.5,5,5,52.5
-190.2389,140.7685,52.5,5,5,52.5
-180.2389,140.7685,52.5,5,5,52.5
-170.2389,140.7685,52.5,5,5,52.5
-90.23886,140.7685,12.5,5,5,12.5
-60.23886,140.7685,12.5,5,5,12.5
-40.23885,140.7685,46.5,5,5,46.5
-30.23886,140.7685,46.5,5,5,46.5
-20.23886,140.7685,46.5,5,5,46.5
-10.23886,140.7685,46.5,5,5,46.5
-0.2388611,140.7685,46.5,5,5,46.5
9.761139,140.7685,46.5,5,5,46.5
19.76114,140.7685,46.5,5,5,46.5
29.76114,140.7685,41.5,5,5,41.5
79.76114,140.7685,6,5,5,6
89.76114,140.7685,6,5,5,6
189.7611,140.7685,41.5,5,5,41.5
199.7611,140.7685,41.5,5,5,41.5
209.7611,140.7685,41.5,5,5,41.5
219.7611,140.7685,41.5,5,5,41.5
229.7611,140.7685,41.5,5,5,41.5
239.7611,140.7685,41.5,5,5,41.5
249.7611,140.7685,41.5,5,5,41.5
259.7611,140.7685,41.5,5,5,41.5
269.7611,140.7685,41.5,5,5,41.5
279.7611,140.7685,41.5,5,5,41.5
289.7611,140.7685,41.5,5,5,41.5
329.7611,140.7685,8.5,5,5,8.5
359.7611,140.7685,8.5,5,5,8.5
379.7611,140.7685,87,5,5,87
389.7611,140.7685,87,5,5,87
399.7611,140.7685,87.00001,5,5,87.00001
409.7611,140.7685,87,5,5,87
419.7611,140.7685,87,5,5,87
509.7611,140.7685,4.5512,5,5,4.5512
539.7611,140.7685,2.849387,5,5,2.849387
-310.2389,150.7685,98.5,5,5,98.5
-300.2389,150.7685,98.5,5,5,98.5
-290.2389,150.7685,98.5,5,5,98.5
-280.2389,150.7685,98.5,5,5,98.5
-260.2389,150.7685,22,5,5,22
-250.2389,150.7685,22,5,5,22
-240.2389,150.7685,22,5,5,22
-190.2389,150.7684,52.5,5,5,52.5
-180.2389,150.7684,52.5,5,5,52.5
-110.2389,150.7685,77,5,5,77
-100.2389,150.7684,77,5,5,77
-90.23887,150.7685,12.5,5,5,12.5
-60.23886,150.7685,12.5,5,5,12.5
-50.23886,150.7685,46.5,5,5,46.5
-40.23886,150.7685,46.5,5,5,46.5
-30.23886,150.7685,46.5,5,5,46.5
-20.23886,150.7684,46.5,5,5,46.5
-10.23886,150.7685,46.5,5,5,46.5
-0.2388611,150.7684,46.5,5,5,46.5
9.761139,150.7685,46.5,5,5,46.5
69.76114,150.7685,1.5,5,5,1.5
79.76114,150.7685,1.5,5,5,1.5
89.76114,150.7685,6,5,5,6
99.76114,150.7685,6,5,5,6
189.7611,150.7685,41.5,5,5,41.5
199.7611,150.7685,41.5,5,5,41.5
209.7611,150.7685,41.5,5,5,41.5
219.7611,150.7685,41.5,5,5,41.5
229.7611,150.7684,41.5,5,5,41.5
239.7611,150.7685,41.5,5,5,41.5
249.7611,150.7685,41.5,5,5,41.5
259.7611,150.7685,41.5,5,5,41.5
269.7611,150.7685,41.5,5,5,41.5
279.7611,150.7685,41.5,5,5,41.5
289.7611,150.7685,41.5,5,5,41.5
309.7611,150.7685,8.5,5,5,8.5
319.7611,150.7685,8.5,5,5,8.5
329.7611,150.7685,8.5,5,5,8.5
339.7611,150.7685,1.5,5,5,1.5
349.7611,150.7685,1.5,5,5,1.5
379.7611,150.7685,87,5,5,87
389.7611,150.7685,87,5,5,87
399.7611,150.7685,86.99999,5,5,86.99999
409.7611,150.7685,87,5,5,87
419.7611,150.7685,87,5,5,87
469.7611,150.7685,3.902354,5,5,3.902354
-310.2389,160.7685,98.5,5,5,98.5
-300.2388,160.7684,98.49999,5,5,98.49999
-290.2389,160.7685,98.5,5,5,98.5
-270.2389,160.7685,22,5,5,22
-260.2389,160.7685,22,5,5,22
-250.2389,160.7685,22,5,5,22
-240.2389,160.7685,22,5,5,22
-230.2389,160.7685,22,5,5,22
-120.2389,160.7685,77,5,5,77
-110.2389,160.7685,77,5,5,77
-100.2389,160.7685,77,5,5,77
-90.23886,160.7685,77,5,5,77
-80.23886,160.7685,12.5,5,5,12.5
-70.23886,160.7685,12.5,5,5,12.5
-60.23886,160.7685,75.5,5,5,75.5
-50.23886,160.7684,46.5,5,5,46.5
-40.23886,160.7685,46.5,5,5,46.5
-30.23886,160.7685,46.5,5,5,46.5
-20.23886,160.7685,46.5,5,5,46.5
-10.23886,160.7685,46.5,5,5,46.5
-0.2388458,160.7685,46.5,5,5,46.5
59.76114,160.7685,1.5,5,5,1.5
69.76114,160.7685,1.5,5,5,1.5
79.76114,160.7685,1.5,5,5,1.5
89.76114,160.7685,1.5,5,5,1.5
99.76114,160.7685,6,5,5,6
109.7611,160.7685,6,5,5,6
199.7611,160.7685,41.5,5,5,41.5
209.7611,160.7685,41.5,5,5,41.5
219.7611,160.7685,41.5,5,5,41.5
229.7611,160.7685,41.5,5,5,41.5
239.7611,160.7685,41.5,5,5,41.5
249.7611,160.7685,41.5,5,5,41.5
259.7611,160.7685,41.5,5,5,41.5
269.7611,160.7685,41.5,5,5,41.5
279.7611,160.7685,41.5,5,5,41.5
289.7611,160.7685,41.5,5,5,41.5
299.7611,160.7685,41.5,5,5,41.5
319.7611,160.7685,8.5,5,5,8.5
329.7611,160.7685,8.5,5,5,8.5
339.7611,160.7685,8.5,5,5,8.5
349.7611,160.7685,8.5,5,5,8.5
359.7611,160.7685,8.5,5,5,8.5
379.7611,160.7684,87,5,5,87
389.7611,160.7685,87,5,5,87
399.7611,160.7685,87,5,5,87
409.7611,160.7685,87,5,5,87
419.7611,160.7685,87,5,5,87
519.7611,160.7685,3.573474,5,5,3.573474
-300.2389,170.7685,98.5,5,5,98.5
-280.2389,170.7685,22,5,5,22
-270.2389,170.7685,22,5,5,22
-260.2389,170.7685,22,5,5,22
-250.2389,170.7685,22,5,5,22
-240.2389,170.7685,22,5,5,22
-230.2389,170.7685,22,5,5,22
-220.2389,170.7684,22,5,5,22
-130.2389,170.7685,77,5,5,77
-120.2389,170.7685,77,5,5,77
-110.2389,170.7685,77,5,5,77
-100.2389,170.7685,77,5,5,77
-90.23886,170.7685,77,5,5,77
-80.23885,170.7684,77,5,5,77
-70.23886,170.7685,75.5,5,5,75.5
-60.23885,170.7685,75.5,5,5,75.5
-50.23886,170.7685,75.5,5,5,75.5
-40.23886,170.7685,46.5,5,5,46.5
-30.23886,170.7685,46.5,5,5,46.5
-20.23886,170.7685,46.5,5,5,46.5
-10.23888,170.7685,46.5,5,5,46.5
49.76113,170.7685,1.5,5,5,1.5
59.76115,170.7685,1.5,5,5,1.5
69.76115,170.7685,1.5,5,5,1.5
79.76114,170.7685,1.5,5,5,1.5
89.76114,170.7685,1.5,5,5,1.5
99.76114,170.7685,1.5,5,5,1.5
109.7611,170.7685,6,5,5,6
119.7611,170.7685,6,5,5,6
199.7611,170.7685,41.5,5,5,41.5
209.7611,170.7685,41.5,5,5,41.5
219.7611,170.7685,41.5,5,5,41.5
229.7611,170.7685,41.5,5,5,41.5
239.7611,170.7685,41.5,5,5,41.5
249.7612,170.7684,41.5,5,5,41.5
259.7611,170.7685,41.5,5,5,41.5
269.7611,170.7685,41.5,5,5,41.5
279.7611,170.7685,41.5,5,5,41.5
289.7611,170.7685,41.5,5,5,41.5
299.7611,170.7685,41.5,5,5,41.5
319.7611,170.7685,8.5,5,5,8.5
329.7611,170.7685,8.5,5,5,8.5
339.7611,170.7685,8.5,5,5,8.5
349.7611,170.7685,8.5,5,5,8.5
359.7611,170.7685,8.5,5,5,8.5
369.7611,170.7684,8.5,5,5,8.5
379.7611,170.7685,87,5,5,87
389.7611,170.7685,87,5,5,87
399.7611,170.7685,87.00001,5,5,87.00001
409.7611,170.7684,87,5,5,87
419.7611,170.7685,87,5,5,87
-300.2389,180.7685,22,5,5,22
-290.2389,180.7685,22,5,5,22
-280.2389,180.7685,22,5,5,22
-270.2389,180.7685,22,5,5,22
-260.2389,180.7685,22,5,5,22
-250.2389,180.7685,22,5,5,22
-240.2389,180.7685,22,5,5,22
-230.2389,180.7685,22,5,5,22
-220.2389,180.7685,22,5,5,22
-210.2389,180.7685,22,5,5,22
-130.2389,180.7685,76.99999,5,5,76.99999
-120.2389,180.7685,77,5,5,77
-110.2389,180.7685,77,5,5,77
-100.2389,180.7685,77,5,5,77
-90.23886,180.7685,77,5,5,77
-80.23886,180.7685,77,5,5,77
-70.23886,180.7685,77,5,5,77
-60.23886,180.7685,75.5,5,5,75.5
-50.23886,180.7685,75.5,5,5,75.5
-30.23886,180.7685,46.5,5,5,46.5
-20.23886,180.7685,46.5,5,5,46.5
49.76114,180.7685,1.5,5,5,1.5
59.76114,180.7685,1.5,5,5,1.5
69.76115,180.7685,1.5,5,5,1.5
79.76114,180.7685,1.5,5,5,1.5
89.76114,180.7685,1.5,5,5,1.5
99.76114,180.7685,1.5,5,5,1.5
109.7611,180.7685,1.5,5,5,1.5
119.7611,180.7685,6,5,5,6
129.7611,180.7685,6,5,5,6
209.7611,180.7685,41.5,5,5,41.5
219.7611,180.7685,41.5,5,5,41.5
229.7611,180.7685,41.5,5,5,41.5
239.7611,180.7685,41.5,5,5,41.5
249.7611,180.7685,41.5,5,5,41.5
259.7611,180.7685,41.5,5,5,41.5
269.7611,180.7685,41.5,5,5,41.5
279.7611,180.7685,41.5,5,5,41.5
289.7611,180.7685,41.5,5,5,41.5
299.7611,180.7685,41.5,5,5,41.5
319.7611,180.7685,8.5,5,5,8.5
329.7611,180.7685,8.5,5,5,8.5
339.7611,180.7685,8.5,5,5,8.5
349.7611,180.7685,8.5,5,5,8.5
359.7611,180.7685,8.5,5,5,8.5
369.7611,180.7685,8.5,5,5,8.5
389.7611,180.7685,87,5,5,87
-290.2389,190.7685,22,5,5,22
-280.2389,190.7685,22,5,5,22
-270.2389,190.7685,22,5,5,22
-260.2389,190.7685,22,5,5,22
-250.2389,190.7685,22,5,5,22
-240.2389,190.7685,22,5,5,22
-230.2389,190.7685,22,5,5,22
-220.2389,190.7685,22,5,5,22
-130.2389,190.7684,77,5,5,77
-120.2389,190.7685,77,5,5,77
-110.2389,190.7685,77,5,5,77
-100.2389,190.7685,77,5,5,77
-90.23886,190.7685,77,5,5,77
-80.23886,190.7685,77,5,5,77
-70.23886,190.7685,77,5,5,77
-60.23886,190.7685,77,5,5,77
59.76114,190.7685,1.5,5,5,1.5
69.76114,190.7685,1.5,5,5,1.5
79.76114,190.7685,1.5,5,5,1.5
89.76114,190.7685,1.5,5,5,1.5
99.76114,190.7685,1.5,5,5,1.5
109.7611,190.7685,1.5,5,5,1.5
119.7611,190.7685,1.5,5,5,1.5
129.7611,190.7685,6,5,5,6
139.7611,190.7685,6,5,5,6
219.7611,190.7685,41.5,5,5,41.5
229.7611,190.7685,41.5,5,5,41.5
239.7611,190.7685,41.5,5,5,41.5
249.7611,190.7685,41.5,5,5,41.5
259.7611,190.7685,41.5,5,5,41.5
269.7611,190.7685,41.5,5,5,41.5
279.7611,190.7685,41.5,5,5,41.5
289.7611,190.7685,41.5,5,5,41.5
299.7611,190.7685,41.5,5,5,41.5
319.7611,190.7685,8.5,5,5,8.5
329.7611,190.7685,8.5,5,5,8.5
339.7611,190.7685,8.5,5,5,8.5
349.7611,190.7685,8.5,5,5,8.5
359.7611,190.7685,8.5,5,5,8.5
429.7611,190.7685,3.916378,5,5,3.916378
-280.2389,200.7685,22,5,5,22
-270.2389,200.7685,22,5,5,22
-260.2389,200.7685,22,5,5,22
-250.2389,200.7685,22,5,5,22
-240.2389,200.7685,22,5,5,22
-230.2389,200.7685,22,5,5,22
-120.2389,200.7685,77,5,5,77
-110.2389,200.7685,77,5,5,77
-100.2389,200.7685,77,5,5,77
-90.23886,200.7685,77,5,5,77
-80.23886,200.7685,77,5,5,77
-70.23886,200.7685,77,5,5,77
-60.23886,200.7685,77,5,5,77
19.76114,200.7685,1.5,5,5,1.5
29.76114,200.7685,1.5,5,5,1.5
69.76115,200.7685,1.5,5,5,1.5
79.76114,200.7685,1.5,5,5,1.5
89.76114,200.7685,1.5,5,5,1.5
99.76114,200.7685,1.5,5,5,1.5
109.7611,200.7685,1.5,5,5,1.5
119.7611,200.7685,1.5,5,5,1.5
129.7611,200.7685,1.5,5,5,1.5
139.7611,200.7685,6,5,5,6
149.7611,200.7685,6,5,5,6
229.7611,200.7685,41.5,5,5,41.5
239.7611,200.7685,41.5,5,5,41.5
249.7611,200.7685,41.5,5,5,41.5
259.7611,200.7685,41.5,5,5,41.5
269.7611,200.7685,41.5,5,5,41.5
279.7611,200.7685,41.5,5,5,41.5
289.7611,200.7685,41.5,5,5,41.5
299.7611,200.7685,41.5,5,5,41.5
319.7611,200.7685,8.5,5,5,8.5
329.7611,200.7685,8.5,5,5,8.5
339.7611,200.7685,8.5,5,5,8.5
349.7611,200.7685,8.5,5,5,8.5
359.7611,200.7685,8.5,5,5,8.5
379.7611,200.7685,3.720369,5,5,3.720369
529.7611,200.7685,4.284715,5,5,4.284715
-270.2389,210.7685,22,5,5,22
-260.2389,210.7685,22,5,5,22
-250.2389,210.7685,22,5,5,22
-240.2389,210.7685,22,5,5,22
-110.2389,210.7685,77,5,5,77
-100.2389,210.7685,77,5,5,77
-90.23886,210.7685,77,5,5,77
-80.23886,210.7685,76.99999,5,5,76.99999
-70.23886,210.7685,77,5,5,77
9.761154,210.7685,1.5,5,5,1.5
19.76115,210.7685,1.5,5,5,1.5
29.76115,210.7685,1.5,5,5,1.5
39.76115,210.7685,1.5,5,5,1.5
79.76114,210.7685,1.5,5,5,1.5
89.76114,210.7685,1.5,5,5,1.5
99.76114,210.7685,1.5,5,5,1.5
109.7611,210.7685,1.5,5,5,1.5
119.7611,210.7685,1.5,5,5,1.5
129.7611,210.7685,1.5,5,5,1.5
139.7611,210.7685,1.5,5,5,1.5
149.7611,210.7685,6,5,5,6
239.7611,210.7685,41.5,5,5,41.5
249.7611,210.7685,41.5,5,5,41.5
259.7611,210.7685,41.5,5,5,41.5
269.7611,210.7685,41.5,5,5,41.5
279.7611,210.7685,41.5,5,5,41.5
289.7611,210.7685,41.5,5,5,41.5
299.7611,210.7685,41.5,5,5,41.5
309.7611,210.7685,41.5,5,5,41.5
319.7611,210.7685,8.5,5,5,8.5
329.7611,210.7685,8.5,5,5,8.5
339.7611,210.7685,8.5,5,5,8.5
349.7611,210.7685,8.5,5,5,8.5
459.7611,210.7685,4.335101,5,5,4.335101
539.7611,210.7685,4.85695,5,5,4.85695
-260.2389,220.7685,22,5,5,22
-180.2389,220.7685,69,5,5,69
-100.2389,220.7685,77,5,5,77
-90.23886,220.7685,77,5,5,77
-80.23886,220.7685,77.00001,5,5,77.00001
-0.2388611,220.7685,1.5,5,5,1.5
9.761154,220.7685,1.5,5,5,1.5
19.76115,220.7685,1.5,5,5,1.5
29.76115,220.7685,1.5,5,5,1.5
39.76115,220.7685,1.5,5,5,1.5
49.76115,220.7685,1.5,5,5,1.5
89.76114,220.7685,1.5,5,5,1.5
99.76114,220.7685,1.5,5,5,1.5
109.7611,220.7685,1.5,5,5,1.5
119.7611,220.7685,1.5,5,5,1.5
129.7611,220.7685,1.5,5,5,1.5
139.7611,220.7685,1.5,5,5,1.5
249.7611,220.7685,41.5,5,5,41.5
259.7611,220.7685,41.5,5,5,41.5
269.7611,220.7685,41.5,5,5,41.5
279.7611,220.7685,41.5,5,5,41.5
289.7611,220.7685,41.5,5,5,41.5
299.7611,220.7685,41.5,5,5,41.5
309.7611,220.7685,41.5,5,5,41.5
329.7611,220.7685,8.5,5,5,8.5
339.7611,220.7685,8.5,5,5,8.5
389.7611,220.7685,3.081404,5,5,3.081404
439.7611,220.7685,3.350968,5,5,3.350968
-190.2389,230.7685,69,5,5,69
-180.2389,230.7685,69,5,5,69
-170.2389,230.7685,69,5,5,69
9.761139,230.7685,1.5,5,5,1.5
19.76114,230.7685,1.5,5,5,1.5
29.76114,230.7685,1.5,5,5,1.5
39.76115,230.7685,1.5,5,5,1.5
49.76114,230.7685,1.5,5,5,1.5
59.76114,230.7685,1.5,5,5,1.5
